CodigoAntiguo;IdDoc;CodigoNuevo;Gerencia;Area;EstadoDocumento;Aprobador;Elaborador;FechaVigencia;UltimaRevision;NroRevision;Revisor ;TipoDocumento;Validador;Verificador;Confidencial;Distribuidor;FechaAprobacion;FechaEdicion;NroEdicion;Pais;Titulo
PTR-I-106;;PTR-I-106;Operaciones ;Producción Trujillo ;Aprobado;;;;;0;jmaguina@exsa.net;INSTRUCCIÓN;;;;;13/07/2018;16/07/2018;1;Perú;PREPARACIÓN DE SOLUCIÓN OXIDANTE RHO 413 / RHO 415 / RHO 417
PTR-I-107;;PTR-I-107;Operaciones ;Producción Trujillo ;Aprobado;;;;;0;jmaguina@exsa.net;INSTRUCCIÓN;;;;;13/07/2018;16/07/2018;1;Perú;ABASTECIMIENTO DE NITRATO DE AMONIO A GRANEL POR FAJA TRANSPORTADORA
PTR-I-108;;PTR-I-108;Operaciones ;Producción Trujillo ;Aprobado;;;;;0;jmaguina@exsa.net;INSTRUCCIÓN;;;;;1/08/2018;1/08/2018;1;Perú;LIMPIEZA DE SILOS DE EMULSIÓN
SIC-F-001;;SIC-F-001;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;Lista de Verificación Diaria del Proceso de Secado
SIC-F-002;;SIC-F-002;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;Lista de Verificación Diaria del Proceso de Tamizado
SIC-F-003;;SIC-F-003;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;Lista de Verificación Diaria del Proceso de Trenzado
SIC-F-004;;SIC-F-004;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;Lista de Verificación Diaria del Proceso de Revestimiento
SIC-F-005;;SIC-F-005;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;Lista de Verificación Diaria del Proceso de Rebobinado
SIC-F-006;;SIC-F-006;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;CONTROL DE HERRAMIENTAS Y MATERIALES  - TRENZADO
SIC-F-007;;SIC-F-007;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;CONTROL DE HERRAMIENTAS Y MATERIALES  -  EXTRUSORA
SIC-F-008;;SIC-F-008;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;REGISTRO DE PRODUCCIÓN DE SECADO DE PETN
SIC-F-009;;SIC-F-009;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;REGISTRO DE PRODUCCIÓN DE TAMIZADO DE PETN
SIC-F-010;;SIC-F-010;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;REGISTRO DE PRODUCCIÓN EN TRENZADORAS
SIC-F-011;;SIC-F-011;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;REGISTRO DE CONTROL DE PROCESO EN LA EXTRUSORA
SIC-F-012;;SIC-F-012;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;REGISTRO DE BOBINA EN SALA DE TRENZADO  Y EXTRUSORA
SIC-F-013;;SIC-F-013;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;REGISTRO DE PRODUCCIÓN DE CORDÓN DETONANTE- REBOBINADORA
SIC-F-014;;SIC-F-014;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;REGISTRO DE EMBALAJE DE PRODUCTO TERMINADO
SIC-F-015;;SIC-F-015;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;CONTROL DE PROCESOS EN MAQUINA TRENZADORA NP3
SIC-F-016;;SIC-F-016;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;CONTROL DE PROCESOS EN MAQUINA TRENZADORA NP5
SIC-F-017;;SIC-F-017;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;CONTROL DE PROCESOS EN MAQUINA TRENZADORA NP 10
SIC-F-018;;SIC-F-018;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;CONDICIONES AMBIENTALES DE TRABAJO
SIC-F-019;;SIC-F-019;Negocios Internacionales y Sistemas de Iniciación;Producción Cordón Detonante ;Aprobado;;;;;0;rvillalva@exsa.net;FORMATO;;;;;4/07/2018;4/07/2018;1;Perú;PROGRAMA DE PRODUCCIÓN SEMANAL
PTN-F-001;;PTN-F-001;Operaciones ;Producción de PETN ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;6/09/2018;16/11/2018;2;Perú;LISTA DE VERIFICACIÓN DIARIA DE PLANTA DE PETN - NITRACIÓN
PTN-F-002;;PTN-F-002;Operaciones ;Producción de PETN ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;6/09/2018;16/11/2018;2;Perú;LISTA DE VERIFICACIÓN DIARIA DE PLANTA PETN - CRISTALIZACION
PTN-F-003;;PTN-F-003;Operaciones ;Producción de PETN ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;6/09/2018;16/11/2018;2;Perú;LISTA DE VERIFICACIÓN DIARIA DE PLANTA PETN - SERVICIOS AUXILIARES
PTN-F-004;;PTN-F-004;Operaciones ;Producción de PETN ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;6/09/2018;6/09/2018;1;Perú;LISTA DE VERIFICACIÓN DIARIA DE PLANTA PETN -  RECUPERACION DE ACETONA
PTN-F-005;;PTN-F-005;Operaciones ;Producción de PETN ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;2/11/2018;2/11/2018;1;Perú;REGISTRO DE AREA DE NITRACIÓN
PTN-F-006;;PTN-F-006;Operaciones ;Producción de PETN ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;2/11/2018;2/11/2018;1;Perú;REGISTRO DE ÁREA DE DISOLUCIÓN
PTN-F-007;;PTN-F-007;Operaciones ;Producción de PETN ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;2/11/2018;2/11/2018;1;Perú;REGISTRO ÁREA DE CRISTALIZACIÓN
SIT-F-001;;SIT-F-001;Negocios Internacionales y Sistemas de Iniciación;Producción Tubo de Choque ;Aprobado;;;;;0;jcampos@exsa.net;FORMATO;;;;;12/12/2018;12/12/2018;1;Perú;REPORTE DE PRODUCCIÓN DIARIA DE TUBO DE CHOQUE
SIT-F-004;;SIT-F-004;Negocios Internacionales y Sistemas de Iniciación;Producción Tubo de Choque ;Aprobado;;;;;0;jcampos@exsa.net;FORMATO;;;;;12/12/2018;12/12/2018;1;Perú;REGISTRO DE RESULTADOS DE EVALUACIONES DE CALIDAD DE LA PRODUCCIÓN DE TUBO DE CHOQUE
SIT-F-005;;SIT-F-005;Negocios Internacionales y Sistemas de Iniciación;Producción Tubo de Choque ;Aprobado;;;;;0;jcampos@exsa.net;FORMATO;;;;;12/12/2018;8/03/2019;2;Perú;LISTA DE VERIFICACIÓN DE LA PLANTA DE TUBO DE CHOQUE
NGL-F-001;;NGL-F-001;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;23/12/2016;23/12/2016;1;Perú;NOTIFICACIONES AL SAP
NGL-F-002;;NGL-F-002;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;23/12/2016;23/12/2016;1;Perú;CONSUMO SEMANAL DE NITROCELULOSA
NGL-F-003;;NGL-F-003;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;23/12/2016;23/12/2016;1;Perú;REGISTRO DE TRAZABILIDAD DE NITROCELULOSA
NGL-F-004;;NGL-F-004;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;23/12/2016;23/12/2016;1;Perú;LISTA DE VERIFICACION DIARIA DE NITROCELULOSA
NGL-F-005;;NGL-F-005;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;23/12/2016;23/12/2016;1;Perú;LISTA DE VERIFICACION DIARIA DE GELATINA EXPLOSIVA
NGL-F-006;;NGL-F-006;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;23/12/2016;23/12/2016;1;Perú;REGISTRO DE OEE GELATINA EXPLOSIVA
NGL-F-007;;NGL-F-007;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;23/12/2016;23/12/2016;1;Perú;CONTROL DE BALANZA DE NITROCELULOSA
NGL-F-008;;NGL-F-008;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;23/12/2016;23/12/2016;1;Perú;CONTROL DE BALANZA DE GELATINA EXPLOSIVA
NGL-F-009;;NGL-F-009;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;2/01/2016;23/12/2016;1;Perú;REGISTRO DE OEE NITROGLICERINA 
NGL-F-010;;NGL-F-010;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;2/01/2016;23/12/2016;1;Perú;REGISTRO DE OEE NAC SAC
NGL-F-011;;NGL-F-011;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;1/01/2017;16/11/2018;2;Perú;Lista de Verificación diaria de Planta de Nitración
NGL-F-012;;NGL-F-012;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;23/11/2016;24/11/2017;2;Perú;CONTROL DE NITRACION
NGL-F-013;;NGL-F-013;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;1/01/2017;1/01/2017;1;Perú;Registro de Instalaciones Auxiliares de Planta DENI NAC SAC
NGL-F-014;;NGL-F-014;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;1/01/2017;1/01/2017;1;Perú;Registro de Columna de Absorción de Planta DENI NAC SAC
NGL-F-015;;NGL-F-015;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;1/01/2017;1/01/2017;1;Perú;Registro de Caldero de Planta DENI NAC SAC
NGL-F-016;;NGL-F-016;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;1/01/2017;1/01/2017;1;Perú;Registro de Control de Planta DENI 1 - NAC SAC
NGL-F-017;;NGL-F-017;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;1/01/2017;1/01/2017;1;Perú;Registro de Control de Planta DENI 2 - NAC
NGL-F-018;;NGL-F-018;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;1/01/2017;1/01/2017;1;Perú;Registro de Control de Planta DENI 2 - SAC
NGL-F-019;;NGL-F-019;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;1/01/2017;1/01/2017;1;Perú;Registro de Producción de Ácido Nítrico y Ácido Sulfúrico
NGL-F-020;;NGL-F-020;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;23/11/2016;23/11/2016;4;Perú;REGISTRO MEZCLA DE ACIDOS
NGL-F-022;;NGL-F-022;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;1/08/2018;1/08/2018;1;Perú;REPORTE DE EVENTOS
NGL-F-025;;NGL-F-025;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;26/06/2018;26/06/2018;1;Perú;LISTA DE VERIFICACION DE ARRANQUE DENI2
NGL-F-026;;NGL-F-026;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;26/06/2018;26/06/2018;1;Perú;CONTROL TOMA DE MUESTRA DE ÁCIDOS
NGL-F-027;;NGL-F-027;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;24/07/2018;24/07/2018;1;Perú;DESCARGA DE MATERIA PRIMA
NGL-F-029;;NGL-F-029;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;24/07/2018;24/07/2018;1;Perú;ENVIO DE ÁCIDO MEZCLADO
NGL-F-030;;NGL-F-030;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;24/07/2018;2/11/2018;2;Perú;SISTEMA DE TRATAMIENTO DE AGUA
NGL-F-031;;NGL-F-031;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;24/07/2018;24/07/2018;1;Perú;FORMATO DE PREPARACION Y ENVIO DE CARBONATO DE SODIO
NGL-F-032;;NGL-F-032;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;FORMATO;;;;;1/08/2018;1/08/2018;1;Perú;LISTA DE VERIFICACIÓN MEZCLA DE ÁCIDOS
NGL-I-052;;NGL-I-052;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;INSTRUCCIÓN;;;;;11/12/2017;11/12/2017;1;Perú;PREPARACIÓN, ARRANQUE Y PRODUCCIÓN DE GELATINA EXPLOSIVA
NGL-I-054;;NGL-I-054;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;INSTRUCCIÓN;;;;;26/06/2018;26/06/2018;1;Perú;TOMA DE MUESTRAS
PNG-I-038;;NGL-I-055;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;INSTRUCCIÓN;;;;;11/09/2009;4/09/2015;5;Perú;ADICION, CONTROL Y REGISTRO DE XI 140
PNG-I-039;;NGL-I-056;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;INSTRUCCIÓN;;;;;11/09/2009;8/09/2015;5;Perú;LIMPIEZA DE PLANTA DE ADICIÓN DE NGL
PNG-I-060;;NGL-I-057;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;INSTRUCCIÓN;;;;;20/04/2010;30/05/2015;5;Perú;ARRANQUE DE LA PLANTA  DENI-NAC-SAC 2
PNG-I-066;;NGL-I-058;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;INSTRUCCIÓN;;;;;7/09/2015;7/09/2015;1;Perú;OPERACIÓN DE LA PLANTA DE FRIO - COMPRESOR VILTER VSM 301
NGL-P-001;;NGL-P-001;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;oportugal@exsa.net;PROCEDIMIENTO;;;;;1/03/2017;1/03/2017;1;Perú;PRODUCCIÓN DE GELATINA EXPLOSIVA
NGL-P-002;;NGL-P-002;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;oportugal@exsa.net;PROCEDIMIENTO;;;;;6/01/2017;6/01/2017;1;Perú;PRODUCCION DE NITROGLICERINA
NGL-P-003;;NGL-P-003;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;oportugal@exsa.net;PROCEDIMIENTO;;;;;6/01/2017;6/01/2017;1;Perú;PRODUCCION DE ACIDOS
PNG-TA-007;;NGL-TA-001;Operaciones ;Producción NGL- NAC SAC ;Aprobado;;;;;0;janquise@exsa.net;TABLA;;;;;24/07/2013;4/09/2015;7;Perú;TABLA DE FÓRMULAS DE XI-102
SSO-F-001;;SSO-F-001;Sustentabilidad ;Salud Ocupacional;Aprobado;;;;;0;ccolan.natclar@exsa.net;FORMATO;;;;;26/04/2016;8/06/2017;2;Perú;ENTREGA DE EXÁMENES MÉDICOS OCUPACIONALES
SSO-F-002;;SSO-F-002;Sustentabilidad ;Salud Ocupacional;Aprobado;;;;;0;ccolan.natclar@exsa.net;FORMATO;;;;;26/04/2016;26/04/2016;1;Perú;REGISTRO DE EXAMENES MÉDICOS OCUPACIONALES
SSO-F-003;;SSO-F-003;Sustentabilidad ;Salud Ocupacional;Aprobado;;;;;0;ccolan.natclar@exsa.net;FORMATO;;;;;29/11/2016;29/11/2016;1;Perú;CONTROL DE MEDICAMENTOS
SSO-F-004;;SSO-F-004;Sustentabilidad ;Salud Ocupacional;Aprobado;;;;;0;ccolan.natclar@exsa.net;FORMATO;;;;;8/06/2017;4/09/2018;2;Perú;SOLICITUD DE PROGRAMACIÓN DE EXAMEN MEDICO
SSO-F-005;;SSO-F-005;Sustentabilidad ;Salud Ocupacional;Aprobado;;;;;0;ccolan.natclar@exsa.net;FORMATO;;;;;2/11/2017;2/11/2017;1;Perú;REGISTRO DE PAUSAS ACTIVAS
SSO-F-007;;SSO-F-007;Sustentabilidad ;Salud Ocupacional;Aprobado;;;;;0;ccolan.natclar@exsa.net;FORMATO;;;;;19/01/2018;19/01/2018;1;Perú;INSPECCION DE BOTIQUINES
SSO-F-008;;SSO-F-008;Sustentabilidad ;Salud Ocupacional;Aprobado;;;;;0;ccolan.natclar@exsa.net;FORMATO;;;;;24/05/2018;24/05/2018;1;Perú;CAMBIO TEMPORAL DEL PUESTO DE TRABAJO
SSO-F-009;;SSO-F-009;Sustentabilidad ;Salud Ocupacional;Aprobado;;;;;0;ccolan.natclar@exsa.net;FORMATO;;;;;24/05/2018;24/05/2018;1;Perú;RECETARIOS
SSO-F-010;;SSO-F-010;Sustentabilidad ;Salud Ocupacional;Aprobado;;;;;0;ccolan.natclar@exsa.net;FORMATO;;;;;22/06/2018;22/06/2018;1;Perú;DESCANSO MÉDICO
SSO-P-001;;SSO-P-001;Sustentabilidad ;Salud Ocupacional;Aprobado;;;;;0;fneri@exsa.net;PROCEDIMIENTO;;;;;10/03/2016;8/06/2017;2;Perú;EXAMENES MEDICOS OCUPACIONALES
SSO-TA-001;;SSO-TA-001;Sustentabilidad ;Salud Ocupacional;Aprobado;;;;;0;ccolan.natclar@exsa.net;TABLA;;;;;8/06/2017;6/02/2018;4;Perú;PROTOCOLO PARA EL EXAMEN MEDICO OCUPACIONAL
SSO-TA-002;;SSO-TA-002;Sustentabilidad ;Salud Ocupacional;Aprobado;;;;;0;ccolan.natclar@exsa.net;TABLA;;;;;8/06/2017;12/03/2018;2;Perú;CRITERIOS DE APTITUD PARA EVALUACION DE SALUD OCUPACIONAL
SEG-F-400;;SEG-F-400;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;11/06/2009;15/02/2019;3;Perú;REQUERIMIENTO DE PERSONAL EN DIAS  NO LABORABLES
SEG-F-401;;SEG-F-401;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;14/05/2018;14/05/2018;1;Perú;AUTORIZACION DE INGRESO DE CONTRATAS Y VISITAS
SEG-F-407;;SEG-F-407;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;11/06/2009;11/08/2014;3;Perú;REGISTRO DE INGRESO DE VISITAS Y TRABAJADORES
SEG-F-408;;SEG-F-408;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;20/09/2016;20/09/2016;1;Perú;REPORTE FINAL DE ACCIDENTE E INCIDENTE
SEG-F-409;;SEG-F-409;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;11/06/2009;20/09/2016;10;Perú;REPORTE PRELIMINAR DE ACCIDENTE E INCIDENTE
SEG-F-410;;SEG-F-410;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;20/09/2016;20/09/2016;1;Perú;MANIFESTACION ESCRITA
SEG-F-412;;SEG-F-412;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;19/07/2017;1/04/2019;3;Perú;AUTORIZACION DE TRABAJOS EN EXCAVACIONES
SEG-F-417;;SEG-F-417;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;24/07/2012;30/07/2016;5;Perú;NORMAS DE SEGURIDAD PARA VISITAS A FABRICA
SEG-F-418;;SEG-F-418;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;24/07/2012;30/07/2016;6;Perú;NORMAS DE SEGURIDAD PARA CHOFERES  QUE INGRESAN A PLANTA
SEG-F-426;;SEG-F-426;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;24/07/2012;4/10/2016;6;Perú;NORMAS DE SEGURIDAD PARA EL TRANSPORTE DE EXPLOSIVOS VIA TERRESTRE
SEG-F-441;;SEG-F-441;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;11/06/2009;30/01/2018;2;Perú;INFORMACION DE EVALUACION DE ALCOHOLEMIA
SEG-F-444;;SEG-F-444;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;24/07/2012;7/02/2018;7;Perú;CHECK LIST DE INSPECCION DE VEHICULOS DE TRANSPORTE DE EXPLOSIVOS
SEG-F-455;;SEG-F-455;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;6/11/2009;1/03/2016;5;Perú;GUIA PARA INSPECCIONES INTERNAS DE SSO
SEG-F-458;;SEG-F-458;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;1/04/2011;22/08/2016;5;Perú;REGISTRO Y PLAN DE ACCIÓN DE ACCIONES CORRECTIVAS Y PREVENTIVAS
SEG-F-460;;SEG-F-460;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;1/04/2011;27/06/2014;4;Perú;MATRIZ IPERC
SEG-F-464;;SEG-F-464;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;20/07/2018;20/07/2018;1;Perú;REPORTE SAFESTART
SEG-F-465;;SEG-F-465;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;21/02/2007;24/05/2018;6;Perú;REPORTE SOY SEGURO
SEG-F-467;;SEG-F-467;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;22/08/2016;20/09/2016;2;Perú;REPORTE DE INVESTIGACION ICAM
SEG-F-468;;SEG-F-468;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;20/09/2016;9/01/2015;1;Perú;LISTA DE VERIFICACION DE BOMBAS DE LUCHA CONTRA INCENDIO
SEG-F-469;;SEG-F-469;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;24/11/2016;24/11/2016;1;Perú;PLAN DE ACCIÓN DE OBSERVACIONES EN SIMULACROS
SEG-F-470;;SEG-F-470;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;7/02/2017;7/02/2017;1;Perú;EVALUACION DIARIA DE SEGURIDAD  A, B, C 
SEG-F-471;;SEG-F-471;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;7/02/2017;7/02/2017;1;Perú;REGISTRO DE ENTREGA DE EPP
SEG-F-473;;SEG-F-473;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;18/04/2017;18/04/2017;1;Perú;PRE USO  DE EQUIPO ANTICAIDAS
SEG-F-474;;SEG-F-474;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;29/05/2017;29/05/2017;1;Perú;MONITOREO DE HIGIENE OCUPACIONAL
SEG-F-475;;SEG-F-475;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;29/05/2017;29/05/2017;1;Perú;REGISTRO DE AUDITORIAS
SEG-F-476;;SEG-F-476;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;30/05/2017;30/05/2017;1;Perú;Negativa a Realizar un Trabajo Inseguro
SEG-F-480;;SEG-F-480;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;30/01/2018;30/01/2018;1;Perú;INFORMACION DE EVALUACIÓN DE DROGAS
SEG-F-481;;SEG-F-481;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;23/03/2018;23/03/2018;1;Perú;IPERC CONTINUO
SEG-F-568;;SEG-F-568;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;27/07/2017;4/08/2017;2;Perú;NEGATIVA A REALIZAR UN TRABAJO INSEGURO
SEG-F-569;;SEG-F-569;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;24/08/2017;5/02/2019;2;Perú;TARJETA DE BLOQUEO DE ENERGIAS
SEG-F-570;;SEG-F-570;Sustentabilidad ;Seguridad ;Aprobado;;;;;0;ppacora@exsa.net;FORMATO;;;;;5/02/2019;5/02/2019;1;Perú;Solicitud de Retiro Forzado de Bloqueo y Etiquetado
